customer,order,total_items,discount%,weekday,hour,Food%,Fresh%,Drinks%,Home%,Beauty%,Health%,Baby%,Pets%,num_orders,labels,class,input_text,target_text
0,0,0.2821407795229784,14.11,4,13,14.07,73.20333333333333,4.3566666666666665,6.2,2.1766666666666667,0.0,0.0,0.0,3.0,1,2,customer: 0; order: 0; total_items: 0.2821407795229784; discount%: 14.11; weekday: 4; hour: 13; Food%: 14.07; Fresh%: 73.20333333333333; Drinks%: 4.3566666666666665; Home%: 6.2; Beauty%: 2.1766666666666667; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 1; class: 2,3.0
4701,13938,0.0890052356020942,3.16,4,15,38.635000000000005,0.0,10.995,0.0,0.0,0.0,50.375,0.0,2.0,7,8,customer: 4701; order: 13938; total_items: 0.0890052356020942; discount%: 3.16; weekday: 4; hour: 15; Food%: 38.635000000000005; Fresh%: 0.0; Drinks%: 10.995; Home%: 0.0; Beauty%: 0.0; Health%: 0.0; Baby%: 50.375; Pets%: 0.0; labels: 7; class: 8,2.0
4702,13940,0.2449098312972659,12.64,2,11,8.756666666666666,1.3866666666666667,2.9766666666666666,24.723333333333333,19.71333333333333,0.0,42.446666666666665,0.0,3.0,8,3,customer: 4702; order: 13940; total_items: 0.2449098312972659; discount%: 12.64; weekday: 2; hour: 11; Food%: 8.756666666666666; Fresh%: 1.3866666666666667; Drinks%: 2.9766666666666666; Home%: 24.723333333333333; Beauty%: 19.71333333333333; Health%: 0.0; Baby%: 42.446666666666665; Pets%: 0.0; labels: 8; class: 3,3.0
4703,13943,0.0331588132635253,0.2,5,20,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,4.0,5,1,customer: 4703; order: 13943; total_items: 0.0331588132635253; discount%: 0.2; weekday: 5; hour: 20; Food%: 0.0; Fresh%: 0.0; Drinks%: 100.0; Home%: 0.0; Beauty%: 0.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 5; class: 1,4.0
4705,13948,0.1867364746945899,16.31,5,13,21.94,0.0,29.19,12.31,36.57,0.0,0.0,0.0,1.0,8,3,customer: 4705; order: 13948; total_items: 0.1867364746945899; discount%: 16.31; weekday: 5; hour: 13; Food%: 21.94; Fresh%: 0.0; Drinks%: 29.19; Home%: 12.31; Beauty%: 36.57; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 8; class: 3,1.0
4706,13949,0.075043630017452,0.0,1,10,6.14,0.0,82.26,11.61,0.0,0.0,0.0,0.0,1.0,5,1,customer: 4706; order: 13949; total_items: 0.075043630017452; discount%: 0.0; weekday: 1; hour: 10; Food%: 6.14; Fresh%: 0.0; Drinks%: 82.26; Home%: 11.61; Beauty%: 0.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 5; class: 1,1.0
4707,13950,0.0922463226128147,9.99392857142857,7,4,15.605357142857144,53.32035714285714,8.645714285714286,13.989999999999997,4.803571428571429,0.0,3.6367857142857134,0.0,28.0,4,7,customer: 4707; order: 13950; total_items: 0.0922463226128147; discount%: 9.99392857142857; weekday: 7; hour: 4; Food%: 15.605357142857144; Fresh%: 53.32035714285714; Drinks%: 8.645714285714286; Home%: 13.989999999999997; Beauty%: 4.803571428571429; Health%: 0.0; Baby%: 3.6367857142857134; Pets%: 0.0; labels: 4; class: 7,28.0
4708,13978,0.231413612565445,3.3280000000000003,5,11,23.132,16.594,42.976,7.944,0.0,0.0,9.352,0.0,5.0,8,3,customer: 4708; order: 13978; total_items: 0.231413612565445; discount%: 3.3280000000000003; weekday: 5; hour: 11; Food%: 23.132; Fresh%: 16.594; Drinks%: 42.976; Home%: 7.944; Beauty%: 0.0; Health%: 0.0; Baby%: 9.352; Pets%: 0.0; labels: 8; class: 3,5.0
4709,13983,0.0401396160558464,0.0,2,20,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,2,customer: 4709; order: 13983; total_items: 0.0401396160558464; discount%: 0.0; weekday: 2; hour: 20; Food%: 50.0; Fresh%: 50.0; Drinks%: 0.0; Home%: 0.0; Beauty%: 0.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 1; class: 2,3.0
4710,13986,0.075043630017452,1.79,2,7,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,5,1,customer: 4710; order: 13986; total_items: 0.075043630017452; discount%: 1.79; weekday: 2; hour: 7; Food%: 0.0; Fresh%: 0.0; Drinks%: 100.0; Home%: 0.0; Beauty%: 0.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 5; class: 1,2.0
4711,13988,0.1657940663176265,6.683333333333334,1,9,30.88,0.0,54.89666666666667,5.72,8.503333333333334,0.0,0.0,0.0,3.0,5,1,customer: 4711; order: 13988; total_items: 0.1657940663176265; discount%: 6.683333333333334; weekday: 1; hour: 9; Food%: 30.88; Fresh%: 0.0; Drinks%: 54.89666666666667; Home%: 5.72; Beauty%: 8.503333333333334; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 5; class: 1,3.0
4712,13991,0.2914485165794066,10.39,2,22,14.45,1.55,40.97,28.71,14.32,0.0,0.0,0.0,1.0,8,3,customer: 4712; order: 13991; total_items: 0.2914485165794066; discount%: 10.39; weekday: 2; hour: 22; Food%: 14.45; Fresh%: 1.55; Drinks%: 40.97; Home%: 28.71; Beauty%: 14.32; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 8; class: 3,1.0
4713,13992,0.3445926926757867,2.5809677419354835,3,13,42.8616129032258,19.06290322580646,23.305161290322573,12.624193548387094,1.5374193548387098,0.172258064516129,0.4374193548387097,0.0,31.0,4,7,customer: 4713; order: 13992; total_items: 0.3445926926757867; discount%: 2.5809677419354835; weekday: 3; hour: 13; Food%: 42.8616129032258; Fresh%: 19.06290322580646; Drinks%: 23.305161290322573; Home%: 12.624193548387094; Beauty%: 1.5374193548387098; Health%: 0.172258064516129; Baby%: 0.4374193548387097; Pets%: 0.0; labels: 4; class: 7,31.0
4714,14023,0.2239674229203025,18.176666666666662,2,15,0.0,0.0,1.18,94.46333333333332,4.3566666666666665,0.0,0.0,0.0,3.0,2,6,customer: 4714; order: 14023; total_items: 0.2239674229203025; discount%: 18.176666666666662; weekday: 2; hour: 15; Food%: 0.0; Fresh%: 0.0; Drinks%: 1.18; Home%: 94.46333333333332; Beauty%: 4.3566666666666665; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 2; class: 6,3.0
4717,14029,0.1739383362420011,7.09,5,21,31.79833333333333,1.4466666666666663,46.44833333333333,12.281666666666666,1.5033333333333332,0.0,6.5183333333333335,0.0,6.0,8,3,customer: 4717; order: 14029; total_items: 0.1739383362420011; discount%: 7.09; weekday: 5; hour: 21; Food%: 31.79833333333333; Fresh%: 1.4466666666666663; Drinks%: 46.44833333333333; Home%: 12.281666666666666; Beauty%: 1.5033333333333332; Health%: 0.0; Baby%: 6.5183333333333335; Pets%: 0.0; labels: 8; class: 3,6.0
4718,14035,0.193717277486911,3.53,2,16,6.36,1.59,91.05,0.0,1.0,0.0,0.0,0.0,1.0,5,1,customer: 4718; order: 14035; total_items: 0.193717277486911; discount%: 3.53; weekday: 2; hour: 16; Food%: 6.36; Fresh%: 1.59; Drinks%: 91.05; Home%: 0.0; Beauty%: 1.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 5; class: 1,1.0
4719,14036,0.0610820244328097,24.47,3,23,0.0,0.0,0.0,97.76,2.24,0.0,0.0,0.0,1.0,2,6,customer: 4719; order: 14036; total_items: 0.0610820244328097; discount%: 24.47; weekday: 3; hour: 23; Food%: 0.0; Fresh%: 0.0; Drinks%: 0.0; Home%: 97.76; Beauty%: 2.24; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 2; class: 6,1.0
4720,14037,0.2030250145433391,4.44,3,18,28.49333333333333,20.10333333333333,38.333333333333336,7.516666666666667,5.543333333333333,0.0,0.0,0.0,3.0,8,3,customer: 4720; order: 14037; total_items: 0.2030250145433391; discount%: 4.44; weekday: 3; hour: 18; Food%: 28.49333333333333; Fresh%: 20.10333333333333; Drinks%: 38.333333333333336; Home%: 7.516666666666667; Beauty%: 5.543333333333333; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 8; class: 3,3.0
4721,14040,0.2286212914485166,9.29,7,22,0.0,0.0,32.13,67.87,0.0,0.0,0.0,0.0,1.0,2,6,customer: 4721; order: 14040; total_items: 0.2286212914485166; discount%: 9.29; weekday: 7; hour: 22; Food%: 0.0; Fresh%: 0.0; Drinks%: 32.13; Home%: 67.87; Beauty%: 0.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 2; class: 6,1.0
4722,14041,0.2076788830715532,100.0,4,14,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,4,customer: 4722; order: 14041; total_items: 0.2076788830715532; discount%: 100.0; weekday: 4; hour: 14; Food%: 100.0; Fresh%: 0.0; Drinks%: 0.0; Home%: 0.0; Beauty%: 0.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 3; class: 4,1.0
4723,14042,0.0548768663951909,10.890555555555554,1,15,14.355,21.79,21.42944444444445,28.35833333333333,0.8255555555555555,9.253333333333334,0.0,3.9877777777777776,18.0,4,7,customer: 4723; order: 14042; total_items: 0.0548768663951909; discount%: 10.890555555555554; weekday: 1; hour: 15; Food%: 14.355; Fresh%: 21.79; Drinks%: 21.42944444444445; Home%: 28.35833333333333; Beauty%: 0.8255555555555555; Health%: 9.253333333333334; Baby%: 0.0; Pets%: 3.9877777777777776; labels: 4; class: 7,18.0
4724,14060,0.2635253054101222,3.78,1,22,36.52,16.08,33.44,13.96,0.0,0.0,0.0,0.0,1.0,8,3,customer: 4724; order: 14060; total_items: 0.2635253054101222; discount%: 3.78; weekday: 1; hour: 22; Food%: 36.52; Fresh%: 16.08; Drinks%: 33.44; Home%: 13.96; Beauty%: 0.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 8; class: 3,1.0
4725,14061,0.2006980802792321,17.84,5,20,34.07,0.0,40.18,8.95,16.79,0.0,0.0,0.0,1.0,8,3,customer: 4725; order: 14061; total_items: 0.2006980802792321; discount%: 17.84; weekday: 5; hour: 20; Food%: 34.07; Fresh%: 0.0; Drinks%: 40.18; Home%: 8.95; Beauty%: 16.79; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 8; class: 3,1.0
4726,14062,0.2705061082024433,4.325,2,0,16.2375,15.3325,53.63,5.9575,0.0,0.0,8.84,0.0,4.0,5,1,customer: 4726; order: 14062; total_items: 0.2705061082024433; discount%: 4.325; weekday: 2; hour: 0; Food%: 16.2375; Fresh%: 15.3325; Drinks%: 53.63; Home%: 5.9575; Beauty%: 0.0; Health%: 0.0; Baby%: 8.84; Pets%: 0.0; labels: 5; class: 1,4.0
4727,14066,0.2006980802792321,10.97,6,20,38.74,0.0,28.346666666666664,21.44666666666667,9.746666666666666,0.0,1.7166666666666668,0.0,3.0,8,3,customer: 4727; order: 14066; total_items: 0.2006980802792321; discount%: 10.97; weekday: 6; hour: 20; Food%: 38.74; Fresh%: 0.0; Drinks%: 28.346666666666664; Home%: 21.44666666666667; Beauty%: 9.746666666666666; Health%: 0.0; Baby%: 1.7166666666666668; Pets%: 0.0; labels: 8; class: 3,3.0
4728,14069,0.0843513670738801,6.609999999999999,2,16,0.0,3.6966666666666654,23.22666666666667,0.0,2.63,0.0,70.44666666666666,0.0,3.0,7,8,customer: 4728; order: 14069; total_items: 0.0843513670738801; discount%: 6.609999999999999; weekday: 2; hour: 16; Food%: 0.0; Fresh%: 3.6966666666666654; Drinks%: 23.22666666666667; Home%: 0.0; Beauty%: 2.63; Health%: 0.0; Baby%: 70.44666666666666; Pets%: 0.0; labels: 7; class: 8,3.0
4729,14072,0.5194880744618965,3.9333333333333336,1,0,11.363333333333337,48.70666666666667,15.293333333333331,14.806666666666668,5.0633333333333335,0.6166666666666667,4.15,0.0,3.0,1,2,customer: 4729; order: 14072; total_items: 0.5194880744618965; discount%: 3.9333333333333336; weekday: 1; hour: 0; Food%: 11.363333333333337; Fresh%: 48.70666666666667; Drinks%: 15.293333333333331; Home%: 14.806666666666668; Beauty%: 5.0633333333333335; Health%: 0.6166666666666667; Baby%: 4.15; Pets%: 0.0; labels: 1; class: 2,3.0
4730,14075,0.1844095404304828,1.4466666666666663,7,22,21.00333333333333,32.47,28.293333333333333,16.38,0.0,0.0,1.8533333333333333,0.0,3.0,1,2,customer: 4730; order: 14075; total_items: 0.1844095404304828; discount%: 1.4466666666666663; weekday: 7; hour: 22; Food%: 21.00333333333333; Fresh%: 32.47; Drinks%: 28.293333333333333; Home%: 16.38; Beauty%: 0.0; Health%: 0.0; Baby%: 1.8533333333333333; Pets%: 0.0; labels: 1; class: 2,3.0
4731,14078,0.1518324607329843,12.035,7,22,29.21,31.395,25.725,13.669999999999998,0.0,0.0,0.0,0.0,2.0,1,2,customer: 4731; order: 14078; total_items: 0.1518324607329843; discount%: 12.035; weekday: 7; hour: 22; Food%: 29.21; Fresh%: 31.395; Drinks%: 25.725; Home%: 13.669999999999998; Beauty%: 0.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 1; class: 2,2.0
4732,14080,0.2621291448516579,11.38,1,14,27.306,18.06,20.880000000000003,3.798000000000001,6.463999999999999,0.89,22.602,0.0,5.0,8,3,customer: 4732; order: 14080; total_items: 0.2621291448516579; discount%: 11.38; weekday: 1; hour: 14; Food%: 27.306; Fresh%: 18.06; Drinks%: 20.880000000000003; Home%: 3.798000000000001; Beauty%: 6.463999999999999; Health%: 0.89; Baby%: 22.602; Pets%: 0.0; labels: 8; class: 3,5.0
4733,14085,0.1239092495636998,3.41,3,17,53.23,0.0,29.395000000000003,17.380000000000003,0.0,0.0,0.0,0.0,2.0,8,3,customer: 4733; order: 14085; total_items: 0.1239092495636998; discount%: 3.41; weekday: 3; hour: 17; Food%: 53.23; Fresh%: 0.0; Drinks%: 29.395000000000003; Home%: 17.380000000000003; Beauty%: 0.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 8; class: 3,2.0
4734,14087,0.0959860383944153,0.0,4,13,0.0,10.42,89.58,0.0,0.0,0.0,0.0,0.0,1.0,5,1,customer: 4734; order: 14087; total_items: 0.0959860383944153; discount%: 0.0; weekday: 4; hour: 13; Food%: 0.0; Fresh%: 10.42; Drinks%: 89.58; Home%: 0.0; Beauty%: 0.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 5; class: 1,1.0
4735,14088,0.075043630017452,1.78,4,11,17.55,0.0,64.3,18.15,0.0,0.0,0.0,0.0,1.0,5,1,customer: 4735; order: 14088; total_items: 0.075043630017452; discount%: 1.78; weekday: 4; hour: 11; Food%: 17.55; Fresh%: 0.0; Drinks%: 64.3; Home%: 18.15; Beauty%: 0.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 5; class: 1,1.0
4736,14089,0.019197207678883,9.52,3,14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0,0,customer: 4736; order: 14089; total_items: 0.019197207678883; discount%: 9.52; weekday: 3; hour: 14; Food%: 0.0; Fresh%: 0.0; Drinks%: 0.0; Home%: 0.0; Beauty%: 100.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 0; class: 0,1.0
4737,14090,0.1239092495636998,14.88,6,15,16.14,33.754999999999995,12.385,5.01,32.705,0.0,0.0,0.0,2.0,1,2,customer: 4737; order: 14090; total_items: 0.1239092495636998; discount%: 14.88; weekday: 6; hour: 15; Food%: 16.14; Fresh%: 33.754999999999995; Drinks%: 12.385; Home%: 5.01; Beauty%: 32.705; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 1; class: 2,2.0
4738,14092,0.1727748691099476,7.029999999999999,7,18,51.09,18.495,10.435,19.98,0.0,0.0,0.0,0.0,2.0,8,3,customer: 4738; order: 14092; total_items: 0.1727748691099476; discount%: 7.029999999999999; weekday: 7; hour: 18; Food%: 51.09; Fresh%: 18.495; Drinks%: 10.435; Home%: 19.98; Beauty%: 0.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 8; class: 3,2.0
4739,14094,0.1326352530541012,3.95,6,17,6.435,1.73,68.91499999999999,7.81,2.1475,0.0,12.965,0.0,4.0,5,1,customer: 4739; order: 14094; total_items: 0.1326352530541012; discount%: 3.95; weekday: 6; hour: 17; Food%: 6.435; Fresh%: 1.73; Drinks%: 68.91499999999999; Home%: 7.81; Beauty%: 2.1475; Health%: 0.0; Baby%: 12.965; Pets%: 0.0; labels: 5; class: 1,4.0
4740,14098,0.1029668411867364,1.24,2,18,0.0,0.0,36.31,49.620000000000005,1.505,0.0,12.565,0.0,2.0,2,6,customer: 4740; order: 14098; total_items: 0.1029668411867364; discount%: 1.24; weekday: 2; hour: 18; Food%: 0.0; Fresh%: 0.0; Drinks%: 36.31; Home%: 49.620000000000005; Beauty%: 1.505; Health%: 0.0; Baby%: 12.565; Pets%: 0.0; labels: 2; class: 6,2.0
4741,14100,0.1107232887337599,1.4199999999999997,1,16,11.484444444444444,0.1188888888888888,16.167777777777776,11.054444444444444,2.2544444444444443,2.4633333333333334,55.63000000000001,0.0,9.0,7,8,customer: 4741; order: 14100; total_items: 0.1107232887337599; discount%: 1.4199999999999997; weekday: 1; hour: 16; Food%: 11.484444444444444; Fresh%: 0.1188888888888888; Drinks%: 16.167777777777776; Home%: 11.054444444444444; Beauty%: 2.2544444444444443; Health%: 2.4633333333333334; Baby%: 55.63000000000001; Pets%: 0.0; labels: 7; class: 8,9.0
4742,14109,0.137870855148342,9.93,5,9,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1,customer: 4742; order: 14109; total_items: 0.137870855148342; discount%: 9.93; weekday: 5; hour: 9; Food%: 0.0; Fresh%: 0.0; Drinks%: 100.0; Home%: 0.0; Beauty%: 0.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 5; class: 1,1.0
4743,14110,0.1640488656195462,11.6825,2,3,21.825000000000003,0.0,19.7175,8.787500000000001,0.0,0.0,49.67,0.0,4.0,7,8,customer: 4743; order: 14110; total_items: 0.1640488656195462; discount%: 11.6825; weekday: 2; hour: 3; Food%: 21.825000000000003; Fresh%: 0.0; Drinks%: 19.7175; Home%: 8.787500000000001; Beauty%: 0.0; Health%: 0.0; Baby%: 49.67; Pets%: 0.0; labels: 7; class: 8,4.0
4744,14114,0.0959860383944153,10.57,2,14,54.88,0.0,36.58,3.655,4.885,0.0,0.0,0.0,2.0,8,3,customer: 4744; order: 14114; total_items: 0.0959860383944153; discount%: 10.57; weekday: 2; hour: 14; Food%: 54.88; Fresh%: 0.0; Drinks%: 36.58; Home%: 3.655; Beauty%: 4.885; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 8; class: 3,2.0
4745,14116,0.2620294190974819,7.998571428571428,1,13,31.79642857142857,0.0,47.22785714285715,9.384285714285715,5.7421428571428565,5.84857142857143,0.0,0.0,14.0,4,7,customer: 4745; order: 14116; total_items: 0.2620294190974819; discount%: 7.998571428571428; weekday: 1; hour: 13; Food%: 31.79642857142857; Fresh%: 0.0; Drinks%: 47.22785714285715; Home%: 9.384285714285715; Beauty%: 5.7421428571428565; Health%: 5.84857142857143; Baby%: 0.0; Pets%: 0.0; labels: 4; class: 7,14.0
4746,14130,0.1262361838278068,1.585,1,14,7.62,60.43833333333333,17.56,4.493333333333333,9.158333333333331,0.73,0.0,0.0,6.0,1,2,customer: 4746; order: 14130; total_items: 0.1262361838278068; discount%: 1.585; weekday: 1; hour: 14; Food%: 7.62; Fresh%: 60.43833333333333; Drinks%: 17.56; Home%: 4.493333333333333; Beauty%: 9.158333333333331; Health%: 0.73; Baby%: 0.0; Pets%: 0.0; labels: 1; class: 2,6.0
4747,14136,0.5636998254799301,100.0,1,18,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,4,customer: 4747; order: 14136; total_items: 0.5636998254799301; discount%: 100.0; weekday: 1; hour: 18; Food%: 100.0; Fresh%: 0.0; Drinks%: 0.0; Home%: 0.0; Beauty%: 0.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 3; class: 4,1.0
4748,14137,0.1091719992243552,13.04888888888889,4,9,7.545555555555556,3.8177777777777777,27.275555555555552,20.14111111111111,16.87222222222222,0.0,24.34888888888889,0.0,9.0,4,7,customer: 4748; order: 14137; total_items: 0.1091719992243552; discount%: 13.04888888888889; weekday: 4; hour: 9; Food%: 7.545555555555556; Fresh%: 3.8177777777777777; Drinks%: 27.275555555555552; Home%: 20.14111111111111; Beauty%: 16.87222222222222; Health%: 0.0; Baby%: 24.34888888888889; Pets%: 0.0; labels: 4; class: 7,9.0
4749,14146,0.2146596858638743,12.97,1,20,17.192500000000003,48.165000000000006,2.0325,31.730000000000004,0.88,0.0,0.0,0.0,4.0,1,2,customer: 4749; order: 14146; total_items: 0.2146596858638743; discount%: 12.97; weekday: 1; hour: 20; Food%: 17.192500000000003; Fresh%: 48.165000000000006; Drinks%: 2.0325; Home%: 31.730000000000004; Beauty%: 0.88; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 1; class: 2,4.0
4750,14150,0.1797556719022687,17.015,3,11,10.705,10.725,26.82,13.245,5.605,0.0,32.895,0.0,2.0,8,3,customer: 4750; order: 14150; total_items: 0.1797556719022687; discount%: 17.015; weekday: 3; hour: 11; Food%: 10.705; Fresh%: 10.725; Drinks%: 26.82; Home%: 13.245; Beauty%: 5.605; Health%: 0.0; Baby%: 32.895; Pets%: 0.0; labels: 8; class: 3,2.0
4751,14152,0.0890052356020942,1.4366666666666668,4,13,2.056666666666666,0.0,58.42666666666667,39.516666666666666,0.0,0.0,0.0,0.0,3.0,5,1,customer: 4751; order: 14152; total_items: 0.0890052356020942; discount%: 1.4366666666666668; weekday: 4; hour: 13; Food%: 2.056666666666666; Fresh%: 0.0; Drinks%: 58.42666666666667; Home%: 39.516666666666666; Beauty%: 0.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 5; class: 1,3.0
4752,14155,0.094240837696335,6.8925,4,12,9.34,0.0,78.2025,11.2575,1.2025,0.0,0.0,0.0,4.0,5,1,customer: 4752; order: 14155; total_items: 0.094240837696335; discount%: 6.8925; weekday: 4; hour: 12; Food%: 9.34; Fresh%: 0.0; Drinks%: 78.2025; Home%: 11.2575; Beauty%: 1.2025; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 5; class: 1,4.0
4753,14159,0.1832460732984293,0.46,7,14,26.585,19.5,38.62,1.7799999999999998,4.745,0.0,0.0,8.77,2.0,8,3,customer: 4753; order: 14159; total_items: 0.1832460732984293; discount%: 0.46; weekday: 7; hour: 14; Food%: 26.585; Fresh%: 19.5; Drinks%: 38.62; Home%: 1.7799999999999998; Beauty%: 4.745; Health%: 0.0; Baby%: 0.0; Pets%: 8.77; labels: 8; class: 3,2.0
4755,14162,0.1504363001745201,5.11,7,16,20.818,63.378,3.378,3.278,9.148,0.0,0.0,0.0,5.0,1,2,customer: 4755; order: 14162; total_items: 0.1504363001745201; discount%: 5.11; weekday: 7; hour: 16; Food%: 20.818; Fresh%: 63.378; Drinks%: 3.378; Home%: 3.278; Beauty%: 9.148; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 1; class: 2,5.0
4756,14167,0.8848167539267016,2.06,1,16,18.8,5.27,34.87,12.44,12.9,3.09,0.0,12.63,1.0,8,3,customer: 4756; order: 14167; total_items: 0.8848167539267016; discount%: 2.06; weekday: 1; hour: 16; Food%: 18.8; Fresh%: 5.27; Drinks%: 34.87; Home%: 12.44; Beauty%: 12.9; Health%: 3.09; Baby%: 0.0; Pets%: 12.63; labels: 8; class: 3,1.0
4757,14168,0.1134380453752181,9.025,7,20,25.86,0.0,26.735,41.16,1.69,4.555,0.0,0.0,2.0,2,6,customer: 4757; order: 14168; total_items: 0.1134380453752181; discount%: 9.025; weekday: 7; hour: 20; Food%: 25.86; Fresh%: 0.0; Drinks%: 26.735; Home%: 41.16; Beauty%: 1.69; Health%: 4.555; Baby%: 0.0; Pets%: 0.0; labels: 2; class: 6,2.0
4758,14170,0.1797556719022687,1.1183333333333334,2,17,12.593333333333334,0.0,49.478333333333325,37.208333333333336,0.7200000000000001,0.0,0.0,0.0,6.0,5,1,customer: 4758; order: 14170; total_items: 0.1797556719022687; discount%: 1.1183333333333334; weekday: 2; hour: 17; Food%: 12.593333333333334; Fresh%: 0.0; Drinks%: 49.478333333333325; Home%: 37.208333333333336; Beauty%: 0.7200000000000001; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 5; class: 1,6.0
4759,14176,0.3176265270506108,2.54875,3,17,24.46,54.196250000000006,14.168749999999998,5.785,1.39125,0.0,0.0,0.0,8.0,1,2,customer: 4759; order: 14176; total_items: 0.3176265270506108; discount%: 2.54875; weekday: 3; hour: 17; Food%: 24.46; Fresh%: 54.196250000000006; Drinks%: 14.168749999999998; Home%: 5.785; Beauty%: 1.39125; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 1; class: 2,8.0
4760,14184,0.2338568935427574,12.86625,7,21,25.3125,17.07125,32.035,17.08125,8.49875,0.0,0.0,0.0,8.0,8,3,customer: 4760; order: 14184; total_items: 0.2338568935427574; discount%: 12.86625; weekday: 7; hour: 21; Food%: 25.3125; Fresh%: 17.07125; Drinks%: 32.035; Home%: 17.08125; Beauty%: 8.49875; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 8; class: 3,8.0
4761,14192,0.1239092495636998,0.0,6,20,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1,customer: 4761; order: 14192; total_items: 0.1239092495636998; discount%: 0.0; weekday: 6; hour: 20; Food%: 0.0; Fresh%: 0.0; Drinks%: 100.0; Home%: 0.0; Beauty%: 0.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 5; class: 1,1.0
4763,14194,0.4310645724258289,5.49,1,11,33.89,25.88,10.82,16.37,3.06,1.35,8.63,0.0,1.0,8,3,customer: 4763; order: 14194; total_items: 0.4310645724258289; discount%: 5.49; weekday: 1; hour: 11; Food%: 33.89; Fresh%: 25.88; Drinks%: 10.82; Home%: 16.37; Beauty%: 3.06; Health%: 1.35; Baby%: 8.63; Pets%: 0.0; labels: 8; class: 3,1.0
4764,14195,0.2076788830715532,1.41,7,22,33.08,26.32,24.64,1.92,14.04,0.0,0.0,0.0,1.0,8,3,customer: 4764; order: 14195; total_items: 0.2076788830715532; discount%: 1.41; weekday: 7; hour: 22; Food%: 33.08; Fresh%: 26.32; Drinks%: 24.64; Home%: 1.92; Beauty%: 14.04; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 8; class: 3,1.0
4765,14196,0.0122164048865619,0.0,1,22,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1,customer: 4765; order: 14196; total_items: 0.0122164048865619; discount%: 0.0; weekday: 1; hour: 22; Food%: 0.0; Fresh%: 0.0; Drinks%: 100.0; Home%: 0.0; Beauty%: 0.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 5; class: 1,1.0
4766,14197,0.1797556719022687,0.0,4,14,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,3,customer: 4766; order: 14197; total_items: 0.1797556719022687; discount%: 0.0; weekday: 4; hour: 14; Food%: 100.0; Fresh%: 0.0; Drinks%: 0.0; Home%: 0.0; Beauty%: 0.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 8; class: 3,1.0
